recipe_name,accuracy,malignant_precision,malignant_recall,malignant_f1_score,malignant_support,benign_precision,benign_recall,benign_f1_score,benign_support,macro_avg_f1,weighted_avg_f1
baseline,0.9127051260362037,0.6048703849175177,0.9833971902937421,0.7490272373540856,783.0,0.9971970677015956,0.9019110764430577,0.9471636289166496,5128.0,0.8480954331353676,0.9209175124230803
hair_only,0.9426492979191338,0.7063197026022305,0.9706257982120051,0.8176438945669715,783.0,0.9952430196483971,0.9383775351014041,0.9659741041854863,5128.0,0.8918089993762289,0.9463255584011357
